typeOfChannel,delta,channelCoefficients,noiseVariance,SNR (dB),BPSKProbError,QAM4ProbError
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.257500,5.892228, 0.177625,0.323750
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.255000,5.934598, 0.170125,0.318500
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.252500,5.977386, 0.169625,0.311250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.250000,6.020600, 0.178500,0.314125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.247500,6.064248, 0.173500,0.311000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.245000,6.108339, 0.166500,0.314500
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.242500,6.152883, 0.170500,0.301250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.240000,6.197888, 0.168875,0.308000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.237500,6.243364, 0.160125,0.307375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.235000,6.289321, 0.162375,0.306500
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.232500,6.335770, 0.172750,0.302250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.230000,6.382722, 0.159875,0.306750
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.227500,6.430186, 0.160375,0.304500
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.225000,6.478175, 0.159000,0.294750
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.222500,6.526700, 0.162375,0.296000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.220000,6.575773, 0.155375,0.283250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.217500,6.625407, 0.159125,0.282375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.215000,6.675615, 0.148750,0.269375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.212500,6.726411, 0.150250,0.281250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.210000,6.777807, 0.153625,0.268375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.207500,6.829819, 0.139000,0.270125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.205000,6.882461, 0.143125,0.281125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.202500,6.935750, 0.141625,0.262750
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.200000,6.989700, 0.146250,0.266000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.197500,7.044329, 0.146875,0.258375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.195000,7.099654, 0.146375,0.266000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.192500,7.155693, 0.139500,0.262875
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.190000,7.212464, 0.139375,0.261375
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.187500,7.269987, 0.132500,0.265250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.185000,7.328283, 0.139000,0.249125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.182500,7.387371, 0.134875,0.244125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.180000,7.447275, 0.136875,0.247875
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.177500,7.508016, 0.134625,0.248250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.175000,7.569620, 0.125000,0.243000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.172500,7.632109, 0.126875,0.246625
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.170000,7.695511, 0.126500,0.227000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.167500,7.759852, 0.125125,0.236250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.165000,7.825161, 0.124375,0.231000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.162500,7.891466, 0.121750,0.221125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.160000,7.958800, 0.120375,0.232500
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.157500,8.027194, 0.120500,0.219125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.155000,8.096683, 0.120000,0.214125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.152500,8.167302, 0.113250,0.219125
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.150000,8.239087, 0.110375,0.208250
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.147500,8.312080, 0.107125,0.206625
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.145000,8.386320, 0.112375,0.203000
h(i) < h(j) if i < j,40.000000,0.000193 0.000235 0.000287 0.000351 0.000429 0.000524 0.000640 0.000781 0.000954 0.001165 0.001423 0.001738 0.002123 0.002593 0.003167 0.003869 0.004725 0.005772 0.007049 0.008610 0.010516 0.012845 0.015689 0.019162 0.023405 0.028587 0.034916 0.042646 0.052088 0.063621 0.077706 0.094911 0.115924 0.141590 0.172939 0.211228 0.257995 0.315115 0.384883 0.470097 0.574178 ,0.142500,8.461851, 0.103250,0.202875
